,file_number,direction,action,action_date,person_id,person_name,OfficeRecordFullName,District,vote_value,voted_yes,voted_no,aligned
449,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7747,Alicka Ampry-Samuel ,Alicka Ampry-Samuel ,41,Affirmative,True,False,False
450,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7623,Inez D. Barron,Inez D. Barron,42,Negative,False,True,True
451,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7748,Justin L. Brannan,Justin L. Brannan,43,Negative,False,True,True
452,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7749,Kalman Yeger ,Kalman Yeger ,44,Affirmative,True,False,False
453,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7571,Jumaane D. Williams,Jumaane D. Williams,45,Abstain,False,False,False
454,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7635,Alan N. Maisel,Alan N. Maisel,46,Affirmative,True,False,False
455,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7641,Mark Treyger,Mark Treyger,47,Abstain,False,False,False
456,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7629,Chaim M. Deutsch,Chaim M. Deutsch,48,Affirmative,True,False,False
457,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7568,Deborah L. Rose,Deborah L. Rose,49,Affirmative,True,False,False
458,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,5953,Steven Matteo,Steven Matteo,50,Affirmative,True,False,False
459,Int 0969-2018,anti_vendor,Approved by Council,2018-09-26 13:30:00,7264,Joseph C. Borelli,Joseph C. Borelli,51,Affirmative,True,False,False
460,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7562,Margaret S. Chin,Margaret S. Chin,1,Affirmative,True,False,True
461,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7740,Carlina Rivera ,Carlina Rivera ,2,Affirmative,True,False,True
462,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7631,Corey D. Johnson,Corey D. Johnson,3,Affirmative,True,False,True
463,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7741,Keith Powers ,Keith Powers ,4,Affirmative,True,False,True
464,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7632,Ben Kallos,Ben Kallos,5,Affirmative,True,False,True
465,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7639,Helen K. Rosenthal,Helen K. Rosenthal,6,Affirmative,True,False,True
466,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7634,Mark Levine,Mark Levine,7,Affirmative,True,False,True
467,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7742,Diana I. Ayala,Diana I. Ayala,8,Affirmative,True,False,True
468,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,430,Bill Perkins,Bill Perkins,9,Affirmative,True,False,True
469,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7541,Ydanis A. Rodriguez,Ydanis A. Rodriguez,10,Affirmative,True,False,True
470,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7794,Kevin C. Riley,Kevin C. Riley,12,Affirmative,True,False,True
471,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7743,Mark Gjonaj ,Mark Gjonaj ,13,Negative,False,True,False
472,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7561,Fernando Cabrera ,Fernando Cabrera ,14,Negative,False,True,False
473,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7622,Vanessa L. Gibson,Vanessa L. Gibson,16,Affirmative,True,False,True
474,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7714,"Rafael Salamanca, Jr.","Rafael Salamanca, Jr.",17,Affirmative,True,False,True
475,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7744,"Ruben Diaz, Sr.","Ruben Diaz, Sr.",18,Negative,False,True,False
476,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7642,Paul A. Vallone,Paul A. Vallone,19,Negative,False,True,False
477,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7565,Peter A. Koo,Peter A. Koo,20,Affirmative,True,False,True
478,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7745,Francisco P. Moya,Francisco P. Moya,21,Affirmative,True,False,True
479,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7627,Costa G. Constantinides,Costa G. Constantinides,22,Affirmative,True,False,True
480,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7691,Barry S. Grodenchik,Barry S. Grodenchik,23,Negative,False,True,False
481,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7563,Daniel Dromm ,Daniel Dromm ,25,Affirmative,True,False,True
482,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7569,James G. Van Bramer,James G. Van Bramer,26,Affirmative,True,False,True
483,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7637,I. Daneek Miller,I. Daneek Miller,27,Affirmative,True,False,True
484,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7739,Adrienne E. Adams,Adrienne E. Adams,28,Affirmative,True,False,True
485,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,386,Karen Koslowitz,Karen Koslowitz,29,Affirmative,True,False,True
486,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7746,Robert F. Holden,Robert F. Holden,30,Negative,False,True,False
487,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7510,Eric A. Ulrich,Eric A. Ulrich,32,Negative,False,True,False
488,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7567,Stephen T. Levin,Stephen T. Levin,33,Affirmative,True,False,True
489,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7638,Antonio Reynoso,Antonio Reynoso,34,Affirmative,True,False,True
490,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7628,Laurie A. Cumbo,Laurie A. Cumbo,35,Affirmative,True,False,True
491,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7604,"Robert E. Cornegy, Jr.","Robert E. Cornegy, Jr.",36,Negative,False,True,False
492,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7793,Darma V. Diaz,Darma V. Diaz,37,Affirmative,True,False,True
493,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7636,Carlos Menchaca,Carlos Menchaca,38,Affirmative,True,False,True
494,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7566,Brad S. Lander,Brad S. Lander,39,Affirmative,True,False,True
495,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7113,Mathieu Eugene,Mathieu Eugene,40,Affirmative,True,False,True
496,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7747,Alicka Ampry-Samuel ,Alicka Ampry-Samuel ,41,Affirmative,True,False,True
497,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7623,Inez D. Barron,Inez D. Barron,42,Affirmative,True,False,True
498,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7748,Justin L. Brannan,Justin L. Brannan,43,Affirmative,True,False,True
499,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7749,Kalman Yeger ,Kalman Yeger ,44,Negative,False,True,False
500,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7785,Farah N. Louis,Farah N. Louis,45,Affirmative,True,False,True
501,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7635,Alan N. Maisel,Alan N. Maisel,46,Negative,False,True,False
502,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7641,Mark Treyger,Mark Treyger,47,Affirmative,True,False,True
503,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7629,Chaim M. Deutsch,Chaim M. Deutsch,48,Negative,False,True,False
504,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7568,Deborah L. Rose,Deborah L. Rose,49,Affirmative,True,False,True
505,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,5953,Steven Matteo,Steven Matteo,50,Negative,False,True,False
506,Int 1116-2018,pro_vendor,Approved by Council,2021-01-28 13:30:00,7264,Joseph C. Borelli,Joseph C. Borelli,51,Negative,False,True,False
507,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7801,Christopher Marte,Christopher Marte,1,Affirmative,True,False,True
508,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7893,Harvey D. Epstein,Harvey D. Epstein,2,Affirmative,True,False,True
509,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7802,Erik D. Bottcher,Erik D. Bottcher,3,Affirmative,True,False,True
510,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7741,Keith Powers ,Keith Powers ,4,Affirmative,True,False,True
511,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7803,Julie Menin,Julie Menin,5,Affirmative,True,False,True
512,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,5259,Gale A. Brewer,Gale A. Brewer,6,Affirmative,True,False,True
513,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7804,Shaun Abreu,Shaun Abreu,7,Affirmative,True,False,True
514,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7742,Diana I. Ayala,Diana I. Ayala,8,Affirmative,True,False,True
515,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7866,Yusef Salaam,Yusef Salaam,9,Affirmative,True,False,True
516,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7806,Carmen N. De La Rosa,Carmen N. De La Rosa,10,Affirmative,True,False,True
517,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7799,Eric Dinowitz,Eric Dinowitz,11,Affirmative,True,False,True
518,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7794,Kevin C. Riley,Kevin C. Riley,12,Affirmative,True,False,True
519,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7865,Kristy Marmorato,Kristy Marmorato,13,Negative,False,True,False
520,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7808,Pierina Ana Sanchez,Pierina Ana Sanchez,14,Affirmative,True,False,True
521,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7798,Oswald J. Feliz,Oswald J. Feliz,15,Affirmative,True,False,True
522,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7809,Althea V.  Stevens,Althea V.  Stevens,16,Affirmative,True,False,True
523,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7714,"Rafael Salamanca, Jr.","Rafael Salamanca, Jr.",17,Affirmative,True,False,True
524,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7810,Amanda C. Farías,Amanda C. Farías,18,Affirmative,True,False,True
525,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7811,Vickie Paladino,Vickie Paladino,19,Negative,False,True,False
526,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7812,Sandra Ung,Sandra Ung,20,Affirmative,True,False,True
527,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7745,Francisco P. Moya,Francisco P. Moya,21,Affirmative,True,False,True
528,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7813,Tiffany L. Cabán,Tiffany L. Cabán,22,Affirmative,True,False,True
529,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7814,Linda Lee,Linda Lee,23,Affirmative,True,False,True
530,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,5273,James F. Gennaro,James F. Gennaro,24,Affirmative,True,False,True
531,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7815,Shekar Krishnan,Shekar Krishnan,25,Affirmative,True,False,True
532,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7816,Julie Won,Julie Won,26,Affirmative,True,False,True
533,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7817,Nantasha M. Williams,Nantasha M. Williams,27,Affirmative,True,False,True
534,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7739,Adrienne E. Adams,Adrienne E. Adams,28,Affirmative,True,False,True
535,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7818,Lynn C. Schulman,Lynn C. Schulman,29,Affirmative,True,False,True
536,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7746,Robert F. Holden,Robert F. Holden,30,Negative,False,True,False
537,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7796,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,31,Affirmative,True,False,True
538,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7819,Joann Ariola ,Joann Ariola ,32,Negative,False,True,False
539,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7820,Lincoln Restler,Lincoln Restler,33,Affirmative,True,False,True
540,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7821,Jennifer Gutiérrez,Jennifer Gutiérrez,34,Affirmative,True,False,True
541,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7822,Crystal Hudson,Crystal Hudson,35,Affirmative,True,False,True
542,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7823,Chi A. Ossé,Chi A. Ossé,36,Affirmative,True,False,True
543,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7824,Sandy Nurse,Sandy Nurse,37,Affirmative,True,False,True
544,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7825,Alexa Avilés,Alexa Avilés,38,Affirmative,True,False,True
545,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7826,Shahana K. Hanif,Shahana K. Hanif,39,Affirmative,True,False,True
546,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7827,Rita C. Joseph,Rita C. Joseph,40,Affirmative,True,False,True
547,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,6272,Darlene Mealy,Darlene Mealy,41,Negative,False,True,False
548,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7864,Chris Banks,Chris Banks,42,Affirmative,True,False,True
549,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7867,Susan Zhuang,Susan Zhuang,43,Absent,False,False,False
550,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,5289,Simcha Felder,Simcha Felder,44,Negative,False,True,False
551,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7785,Farah N. Louis,Farah N. Louis,45,Affirmative,True,False,True
552,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7829,Mercedes Narcisse,Mercedes Narcisse,46,Affirmative,True,False,True
553,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7748,Justin L. Brannan,Justin L. Brannan,47,Affirmative,True,False,True
554,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7831,Inna Vernikov,Inna Vernikov,48,Negative,False,True,False
555,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7832,Kamillah Hanks,Kamillah Hanks,49,Absent,False,False,False
556,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7833,David M. Carr,David M. Carr,50,Absent,False,False,False
557,Int 1251-2025,pro_vendor,Approved by Council,2025-12-18 13:30:00,7887,Frank Morano,Frank Morano,51,Negative,False,True,False
558,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7562,Margaret S. Chin,Margaret S. Chin,1,Affirmative,True,False,True
559,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,6274,Rosie Mendez,Rosie Mendez,2,Absent,False,False,False
560,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7631,Corey D. Johnson,Corey D. Johnson,3,Affirmative,True,False,True
561,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,6267,Daniel R. Garodnick,Daniel R. Garodnick,4,Affirmative,True,False,True
562,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7632,Ben Kallos,Ben Kallos,5,Affirmative,True,False,True
563,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7639,Helen K. Rosenthal,Helen K. Rosenthal,6,Affirmative,True,False,True
564,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7634,Mark Levine,Mark Levine,7,Affirmative,True,False,True
565,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,6269,Melissa Mark-Viverito,Melissa Mark-Viverito,8,Affirmative,True,False,True
566,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,430,Bill Perkins,Bill Perkins,9,Affirmative,True,False,True
567,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7541,Ydanis A. Rodriguez,Ydanis A. Rodriguez,10,Affirmative,True,False,True
568,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7624,Andrew Cohen,Andrew Cohen,11,Affirmative,True,False,True
569,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7613,Andy L. King,Andy L. King,12,Affirmative,True,False,True
570,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,6271,James Vacca,James Vacca,13,Affirmative,True,False,True
571,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7561,Fernando Cabrera ,Fernando Cabrera ,14,Affirmative,True,False,True
572,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7640,Ritchie J. Torres,Ritchie J. Torres,15,Affirmative,True,False,True
573,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7622,Vanessa L. Gibson,Vanessa L. Gibson,16,Affirmative,True,False,True
574,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7714,"Rafael Salamanca, Jr.","Rafael Salamanca, Jr.",17,Affirmative,True,False,True
575,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,5416,Annabel Palma,Annabel Palma,18,Affirmative,True,False,True
576,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7642,Paul A. Vallone,Paul A. Vallone,19,Affirmative,True,False,True
577,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7565,Peter A. Koo,Peter A. Koo,20,Affirmative,True,False,True
578,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7509,Julissa Ferreras-Copeland,Julissa Ferreras-Copeland,21,Affirmative,True,False,True
579,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7627,Costa G. Constantinides,Costa G. Constantinides,22,Affirmative,True,False,True
580,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7691,Barry S. Grodenchik,Barry S. Grodenchik,23,Affirmative,True,False,True
581,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7633,Rory I. Lancman,Rory I. Lancman,24,Affirmative,True,False,True
582,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7563,Daniel Dromm ,Daniel Dromm ,25,Affirmative,True,False,True
583,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7569,James G. Van Bramer,James G. Van Bramer,26,Affirmative,True,False,True
584,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7637,I. Daneek Miller,I. Daneek Miller,27,Affirmative,True,False,True
585,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7586,Ruben Wills,Ruben Wills,28,Affirmative,True,False,True
586,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,386,Karen Koslowitz,Karen Koslowitz,29,Affirmative,True,False,True
587,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7502,Elizabeth S. Crowley,Elizabeth S. Crowley,30,Affirmative,True,False,True
588,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7617,Donovan J. Richards,Donovan J. Richards,31,Affirmative,True,False,True
589,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7510,Eric A. Ulrich,Eric A. Ulrich,32,Affirmative,True,False,True
590,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7567,Stephen T. Levin,Stephen T. Levin,33,Affirmative,True,False,True
591,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7638,Antonio Reynoso,Antonio Reynoso,34,Affirmative,True,False,True
592,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7628,Laurie A. Cumbo,Laurie A. Cumbo,35,Affirmative,True,False,True
593,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7604,"Robert E. Cornegy, Jr.","Robert E. Cornegy, Jr.",36,Affirmative,True,False,True
594,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7630,"Rafael L. Espinal, Jr.","Rafael L. Espinal, Jr.",37,Affirmative,True,False,True
595,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7636,Carlos Menchaca,Carlos Menchaca,38,Affirmative,True,False,True
596,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7566,Brad S. Lander,Brad S. Lander,39,Affirmative,True,False,True
597,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7113,Mathieu Eugene,Mathieu Eugene,40,Affirmative,True,False,True
598,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,6272,Darlene Mealy,Darlene Mealy,41,Affirmative,True,False,True
599,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7623,Inez D. Barron,Inez D. Barron,42,Affirmative,True,False,True
600,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,5390,Vincent J. Gentile,Vincent J. Gentile,43,Affirmative,True,False,True
601,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7577,David G. Greenfield,David G. Greenfield,44,Affirmative,True,False,True
602,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7571,Jumaane D. Williams,Jumaane D. Williams,45,Affirmative,True,False,True
603,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7635,Alan N. Maisel,Alan N. Maisel,46,Affirmative,True,False,True
604,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7641,Mark Treyger,Mark Treyger,47,Affirmative,True,False,True
605,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7629,Chaim M. Deutsch,Chaim M. Deutsch,48,Affirmative,True,False,True
606,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7568,Deborah L. Rose,Deborah L. Rose,49,Affirmative,True,False,True
607,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,5953,Steven Matteo,Steven Matteo,50,Affirmative,True,False,True
608,Int 1456-2017,pro_vendor,Approved by Council,2017-05-24 13:30:00,7264,Joseph C. Borelli,Joseph C. Borelli,51,Affirmative,True,False,True
609,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7562,Margaret S. Chin,Margaret S. Chin,1,Affirmative,True,False,False
610,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7740,Carlina Rivera ,Carlina Rivera ,2,Affirmative,True,False,False
611,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7631,Corey D. Johnson,Corey D. Johnson,3,Affirmative,True,False,False
612,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7741,Keith Powers ,Keith Powers ,4,Affirmative,True,False,False
613,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7632,Ben Kallos,Ben Kallos,5,Affirmative,True,False,False
614,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7639,Helen K. Rosenthal,Helen K. Rosenthal,6,Affirmative,True,False,False
615,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7634,Mark Levine,Mark Levine,7,Affirmative,True,False,False
616,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7742,Diana I. Ayala,Diana I. Ayala,8,Affirmative,True,False,False
617,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,430,Bill Perkins,Bill Perkins,9,Affirmative,True,False,False
618,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7541,Ydanis A. Rodriguez,Ydanis A. Rodriguez,10,Affirmative,True,False,False
619,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7624,Andrew Cohen,Andrew Cohen,11,Affirmative,True,False,False
620,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7613,Andy L. King,Andy L. King,12,Affirmative,True,False,False
621,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7743,Mark Gjonaj ,Mark Gjonaj ,13,Affirmative,True,False,False
622,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7561,Fernando Cabrera ,Fernando Cabrera ,14,Affirmative,True,False,False
623,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7640,Ritchie J. Torres,Ritchie J. Torres,15,Affirmative,True,False,False
624,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7622,Vanessa L. Gibson,Vanessa L. Gibson,16,Affirmative,True,False,False
625,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7714,"Rafael Salamanca, Jr.","Rafael Salamanca, Jr.",17,Affirmative,True,False,False
626,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7744,"Ruben Diaz, Sr.","Ruben Diaz, Sr.",18,Affirmative,True,False,False
627,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7642,Paul A. Vallone,Paul A. Vallone,19,Affirmative,True,False,False
628,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7565,Peter A. Koo,Peter A. Koo,20,Affirmative,True,False,False
629,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7745,Francisco P. Moya,Francisco P. Moya,21,Affirmative,True,False,False
630,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7627,Costa G. Constantinides,Costa G. Constantinides,22,Affirmative,True,False,False
631,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7691,Barry S. Grodenchik,Barry S. Grodenchik,23,Affirmative,True,False,False
632,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7633,Rory I. Lancman,Rory I. Lancman,24,Affirmative,True,False,False
633,Int 1657-2019,anti_vendor,Approved by Council,2019-10-17 13:30:00,7563,Daniel Dromm ,Daniel Dromm ,25,Affirmative,True,False,False
